ID,x,y,z,wire_direction_x,wire_direction_y,wire_direction_z,halflength,type,sector,layer,layer_lim,sector_lim,num_neighbors
516,28.1009,-23.3221,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
517,28.979,-22.8151,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
518,29.8572,-22.3081,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
519,30.7353,-21.8011,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
520,31.6135,-21.2941,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
521,32.4916,-20.7871,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
522,33.3698,-20.2801,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
523,16.6849,-29.9131,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
524,15.8068,-30.4201,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
525,14.9286,-30.9271,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
526,14.0505,-31.4341,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
527,13.1723,-31.9411,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
528,12.2942,-32.4481,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
529,11.416,-32.9551,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
530,10.5379,-33.4621,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
531,9.65973,-33.9691,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
532,8.78158,-34.4761,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
533,7.90343,-34.9831,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
534,7.02528,-35.4901,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
535,6.14713,-35.9971,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
536,5.26898,-36.5041,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
537,4.39083,-37.0111,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
538,3.51268,-37.5181,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
539,17.563,-30.42,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
540,18.4412,-29.913,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
541,19.3193,-29.406,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
542,20.1974,-28.899,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
543,21.0756,-28.392,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
544,21.9537,-27.885,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
545,22.8319,-27.378,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
546,23.71,-26.871,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
547,24.5882,-26.364,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
548,25.4663,-25.857,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
549,26.3445,-25.35,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
550,27.2226,-24.843,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
551,28.1008,-24.336,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
552,28.9789,-23.829,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
553,29.8571,-23.322,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
554,30.7352,-22.815,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
555,31.6134,-22.308,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
556,32.4915,-21.801,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
557,33.3697,-21.294,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
558,34.2478,-20.787,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
559,16.6849,-30.927,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
560,15.8067,-31.434,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
561,14.9286,-31.941,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
562,14.0504,-32.448,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
563,13.1723,-32.955,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
564,12.2941,-33.462,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
565,11.416,-33.969,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
566,10.5378,-34.476,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
567,9.65965,-34.983,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
568,8.7815,-35.49,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
569,7.90335,-35.997,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
570,7.0252,-36.504,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
571,6.14705,-37.011,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
572,5.2689,-37.518,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
573,4.39075,-38.025,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
574,3.5126,-38.532,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
575,18.4411,-30.9269,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
576,19.3192,-30.4199,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
577,20.1974,-29.9129,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
578,21.0755,-29.4059,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
579,21.9537,-28.8989,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
580,22.8318,-28.3919,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
581,23.71,-27.8849,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
582,24.5881,-27.3779,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
583,25.4663,-26.8709,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
584,26.3444,-26.3639,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
585,27.2226,-25.8569,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
586,28.1007,-25.3499,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
587,28.9789,-24.8429,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
588,29.857,-24.3359,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
589,30.7352,-23.8289,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
590,31.6133,-23.3219,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
591,32.4915,-22.8149,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
592,33.3696,-22.3079,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
593,17.5629,-31.4339,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
594,16.6848,-31.9409,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
595,15.8066,-32.4479,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
596,14.9285,-32.9549,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
597,14.0503,-33.4619,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
598,13.1722,-33.9689,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
599,12.294,-34.4759,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
600,11.4159,-34.9829,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
601,10.5377,-35.4899,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
602,9.65958,-35.9969,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
603,8.78143,-36.5039,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
604,7.90328,-37.0109,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
605,7.02513,-37.5179,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
606,6.14698,-38.0249,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
607,5.26883,-38.5319,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
608,4.39068,-39.0389,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
609,3.51253,-39.5459,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
610,18.441,-31.9407,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
611,19.3191,-31.4337,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
612,20.1973,-30.9267,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
613,21.0754,-30.4197,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
614,21.9536,-29.9127,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
615,22.8317,-29.4057,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
616,23.7099,-28.8987,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
617,24.588,-28.3917,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
618,25.4662,-27.8847,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
619,26.3443,-27.3777,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
620,27.2225,-26.8707,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
621,28.1006,-26.3637,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
622,28.9788,-25.8567,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
623,29.8569,-25.3497,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
624,30.7351,-24.8427,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
625,31.6132,-24.3357,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
626,32.4914,-23.8287,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
627,17.5629,-32.4478,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
628,16.6847,-32.9548,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
629,15.8066,-33.4618,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
630,14.9284,-33.9688,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
631,14.0503,-34.4757,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
632,13.1721,-34.9827,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
633,12.294,-35.4897,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
634,11.4158,-35.9967,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
635,10.5377,-36.5037,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
636,9.6595,-37.0107,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
637,8.78135,-37.5177,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
638,7.9032,-38.0247,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
639,7.02505,-38.5317,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
640,6.1469,-39.0387,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
641,5.26875,-39.5457,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
642,4.3906,-40.0527,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
643,19.3191,-32.4476,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
644,20.1972,-31.9406,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
645,21.0754,-31.4336,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
646,21.9535,-30.9266,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
647,22.8317,-30.4196,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
648,23.7098,-29.9126,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
649,24.588,-29.4056,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
650,25.4661,-28.8986,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
651,26.3443,-28.3916,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
652,27.2224,-27.8846,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
653,28.1006,-27.3776,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
654,28.9787,-26.8706,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
655,29.8569,-26.3636,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
656,30.735,-25.8566,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
657,31.6132,-25.3496,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
658,18.4409,-32.9546,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
659,17.5628,-33.4616,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
660,16.6846,-33.9686,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
661,15.8065,-34.4756,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
662,14.9283,-34.9826,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
663,14.0502,-35.4896,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
664,13.172,-35.9966,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
665,12.2939,-36.5036,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
666,11.4157,-37.0106,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
667,10.5376,-37.5176,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
668,9.65943,-38.0246,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
669,8.78128,-38.5316,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
670,7.90313,-39.0386,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
671,7.02498,-39.5456,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
672,6.14683,-40.0526,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
673,19.319,-33.4615,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
674,20.1971,-32.9545,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
675,21.0753,-32.4475,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
676,21.9534,-31.9405,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
677,22.8316,-31.4335,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
678,23.7097,-30.9265,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
679,24.5879,-30.4195,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
680,25.466,-29.9125,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
681,26.3442,-29.4055,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
682,27.2223,-28.8985,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
683,28.1005,-28.3915,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
684,28.9786,-27.8845,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
685,29.8568,-27.3775,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
686,18.4408,-33.9685,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
687,17.5627,-34.4755,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
688,16.6846,-34.9825,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
689,15.8064,-35.4895,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
690,14.9283,-35.9965,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
691,14.0501,-36.5035,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
692,13.172,-37.0105,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
693,12.2938,-37.5175,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
694,11.4157,-38.0245,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
695,10.5375,-38.5315,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
696,9.65935,-39.0385,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
697,8.7812,-39.5455,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
698,20.1971,-33.9684,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
699,21.0752,-33.4614,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
700,21.9534,-32.9544,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
701,22.8315,-32.4474,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
702,23.7097,-31.9404,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
703,24.5878,-31.4334,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
704,25.466,-30.9264,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
705,26.3441,-30.4194,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
706,27.2223,-29.9124,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
707,19.3189,-34.4754,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
708,18.4408,-34.9824,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
709,17.5626,-35.4894,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
710,16.6845,-35.9964,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
711,15.8063,-36.5034,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
712,14.9282,-37.0104,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
713,14.05,-37.5174,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
714,13.1719,-38.0244,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
715,12.2937,-38.5314,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
716,20.197,-34.9822,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
717,21.0751,-34.4752,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
718,21.9533,-33.9682,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
719,22.8314,-33.4612,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
720,19.3188,-35.4892,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
721,18.4407,-35.9962,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
722,17.5626,-36.5032,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
723,14.929,7.605,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
724,14.929,8.619,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
725,14.929,-7.605,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
726,14.929,-8.619,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
727,15.807,5.07,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
728,15.807,6.084,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
729,15.807,7.098,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
730,15.807,8.112,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
731,15.807,9.126,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
732,15.807,-5.07,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
733,15.807,-6.084,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
734,15.807,-7.098,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
735,15.807,-8.112,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
736,15.807,-9.126,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
737,16.685,0.507,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
738,16.685,1.521,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
739,16.685,2.535,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
740,16.685,3.549,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
741,16.685,4.563,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
742,16.685,5.577,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
743,16.685,6.591,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
744,16.685,7.605,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
745,16.685,8.619,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
746,16.685,9.633,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
747,16.685,-0.507,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
748,16.685,-1.521,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
749,16.685,-2.535,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
750,16.685,-3.549,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
751,16.685,-4.563,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
752,16.685,-5.577,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
753,16.685,-6.591,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
754,16.685,-7.605,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
755,16.685,-8.619,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
756,16.685,-9.633,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
757,17.563,0,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
758,17.563,1.014,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
759,17.563,2.028,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
760,17.563,3.042,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
761,17.563,4.056,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
762,17.563,5.07,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
763,17.563,6.084,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
764,17.563,7.098,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
765,17.563,8.112,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
766,17.563,9.126,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
767,17.563,10.14,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
768,17.563,-1.014,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
769,17.563,-2.028,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
770,17.563,-3.042,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
771,17.563,-4.056,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
772,17.563,-5.07,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
773,17.563,-6.084,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
774,17.563,-7.098,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
775,17.563,-8.112,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
776,17.563,-9.126,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
777,17.563,-10.14,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
778,18.441,0.507,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
779,18.441,1.521,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
780,18.441,2.535,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
781,18.441,3.549,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
782,18.441,4.563,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
783,18.441,5.577,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
784,18.441,6.591,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
785,18.441,7.605,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
786,18.441,8.619,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
787,18.441,9.633,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
788,18.441,10.647,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
789,18.441,-0.507,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
790,18.441,-1.521,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
791,18.441,-2.535,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
792,18.441,-3.549,39.3,0,0,1,69.8,1,18446744073709551615,18446744073709551615,0,0,0
